hmm.accession	hmm.name	hmm.description	protein.name	secondary.name	author	e.val.threshold	hmm.coverage.threshold	target.coverage.threshold	literature.ref	database.ref	comment
PDLC00194	HamB1_00021	DEAD-box helicase	HamB1|HamB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00195	HamA2_00001	DUF1837 domain	HamA2|HamA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00196	HamA2_00002	DUF1837 domain	HamA2|HamA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00197	HamA2_00003	DUF1837 domain	HamA2|HamA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00198	HamA2_00004	DUF1837 domain	HamA2|HamA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00199	HamB2_00001	DEAD-box helicase	HamB2|HamB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00200	HamB2_00002	DEAD-box helicase	HamB2|HamB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00201	HamB2_00003	DEAD-box helicase	HamB2|HamB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00202	HamC2_00001	DUF3223 domain	HamC2|HamC	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00203	HamC2_00002	DUF3223 domain	HamC2|HamC	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00204	HamC2_00003	DUF3223 domain	HamC2|HamC	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00205	HamC2_00004	DUF3223 domain	HamC2|HamC	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00206	HamC2_00005	DUF3223 domain	HamC2|HamC	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00207	KwaA_00001	Unknown function	KwaA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00208	KwaA_00002	Unknown function	KwaA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00209	KwaA_00003	Unknown function	KwaA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00210	KwaA_00004	Unknown function	KwaA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00211	KwaA_00005	Unknown function	KwaA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00212	KwaA_00006	Unknown function	KwaA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00213	KwaA_00007	Unknown function	KwaA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00214	KwaA_00008	Unknown function	KwaA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00215	KwaA_00009	Unknown function	KwaA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00216	KwaA_00010	Unknown function	KwaA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00217	KwaA_00011	Unknown function	KwaA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00218	KwaA_00012	Unknown function	KwaA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00219	KwaA_00013	Unknown function	KwaA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00220	KwaA_00014	Unknown function	KwaA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00221	KwaA_00015	Unknown function	KwaA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00222	KwaB_00001	DUF4868 domain	KwaB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00223	KwaB_00002	DUF4868 domain	KwaB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00224	KwaB_00003	DUF4868 domain	KwaB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00225	KwaB_00004	DUF4868 domain	KwaB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00226	KwaB_00005	DUF4868 domain	KwaB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00227	KwaB_00006	DUF4868 domain	KwaB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00228	KwaB_00007	DUF4868 domain	KwaB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00229	KwaB_00008	DUF4868 domain	KwaB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00230	KwaB_00009	DUF4868 domain	KwaB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00231	KwaB_00010	DUF4868 domain	KwaB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00232	KwaB_00011	DUF4868 domain	KwaB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00233	KwaB_00012	DUF4868 domain	KwaB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00234	KwaB_00013	DUF4868 domain	KwaB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00235	KwaB_00014	DUF4868 domain	KwaB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00236	KwaB_00015	DUF4868 domain	KwaB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00237	KwaB_00016	DUF4868 domain	KwaB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00238	LmuA1_00001	DUF4297 domain	LmuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00239	LmuA1_00002	DUF4297 domain	LmuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00240	LmuA1_00003	DUF4297 domain	LmuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00241	LmuA1_00004	DUF4297 domain	LmuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00242	LmuA1_00005	DUF4297 domain	LmuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00243	LmuA1_00006	DUF4297 domain	LmuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00244	LmuA1_00007	DUF4297 domain	LmuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00245	LmuA1_00008	DUF4297 domain	LmuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00246	LmuA1_00009	DUF4297 domain	LmuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00247	LmuA1_00010	DUF4297 domain	LmuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00248	LmuA1_00011	DUF4297 domain	LmuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00249	LmuB1_00001	AAA ATPase domain	LmuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00250	LmuB1_00002	AAA ATPase domain	LmuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00251	LmuB1_00003	AAA ATPase domain	LmuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00252	LmuB1_00004	AAA ATPase domain	LmuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00253	LmuB1_00005	AAA ATPase domain	LmuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00254	LmuB1_00006	AAA ATPase domain	LmuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00255	LmuB1_00007	AAA ATPase domain	LmuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00256	LmuB1_00008	AAA ATPase domain	LmuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00257	LmuB1_00009	AAA ATPase domain	LmuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00258	LmuB1_00010	AAA ATPase domain	LmuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00259	LmuB1_00011	AAA ATPase domain	LmuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00260	LmuA2_00001	DUF4297 domain	LmuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00261	LmuB2_00001	AAA ATPase domain	LmuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00262	LmuB2_00002	AAA ATPase domain	LmuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00263	LmuB2_00003	AAA ATPase domain	LmuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00264	LmuC2_00001	Unknown function	LmuC	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00265	PtuA1_00001	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00266	PtuA1_00002	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00267	PtuA1_00003	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00268	PtuA1_00004	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00269	PtuA1_00005	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00270	PtuA1_00006	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00271	PtuA1_00007	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00272	PtuA1_00008	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00273	PtuA1_00009	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00274	PtuA1_00010	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00275	PtuA1_00011	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00276	PtuA1_00012	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00277	PtuA1_00013	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00278	PtuA1_00014	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00279	PtuA1_00015	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00280	PtuA1_00016	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00281	PtuA1_00017	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00282	PtuA1_00018	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00283	PtuA1_00019	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00284	PtuA1_00020	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00285	PtuA1_00021	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00286	PtuA1_00022	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00287	PtuA1_00023	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00288	PtuA1_00024	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00289	PtuA1_00025	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00290	PtuA1_00026	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00291	PtuA1_00027	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00292	PtuA1_00028	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00293	PtuA1_00029	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00294	PtuA1_00030	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00295	PtuA1_00031	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00296	PtuA1_00032	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00297	PtuA1_00033	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00298	PtuA1_00034	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00299	PtuA1_00035	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00301	PtuA1_00037	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00302	PtuA1_00038	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00303	PtuA1_00039	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00304	PtuA1_00040	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00305	PtuA1_00041	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00306	PtuA1_00042	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00307	PtuA1_00043	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00308	PtuA1_00044	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00309	PtuA1_00045	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00310	PtuA1_00046	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	Integrated from Septu variant III
PDLC00311	PtuA1_00047	AAA ATPase domain	PtuA1|PtuA	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	Integrated from Septu variant III
PDLC00312	PtuB1_00001	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00313	PtuB1_00002	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00314	PtuB1_00003	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00315	PtuB1_00004	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00316	PtuB1_00005	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00317	PtuB1_00006	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00318	PtuB1_00007	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00319	PtuB1_00008	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00320	PtuB1_00009	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00321	PtuB1_00010	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00322	PtuB1_00011	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00323	PtuB1_00012	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00324	PtuB1_00013	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00325	PtuB1_00014	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00326	PtuB1_00015	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00327	PtuB1_00016	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00328	PtuB1_00017	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00329	PtuB1_00018	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00330	PtuB1_00019	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00331	PtuB1_00020	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00332	PtuB1_00021	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00333	PtuB1_00022	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00334	PtuB1_00023	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00335	PtuB1_00024	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00336	PtuB1_00025	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00337	PtuB1_00026	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00338	PtuB1_00027	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00339	PtuB1_00028	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00340	PtuB1_00029	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00341	PtuB1_00030	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00342	PtuB1_00031	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00343	PtuB1_00032	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00344	PtuB1_00033	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00345	PtuB1_00034	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00346	PtuB1_00035	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00347	PtuB1_00036	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00348	PtuB1_00037	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00349	PtuB1_00038	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00350	PtuB1_00039	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00351	PtuB1_00040	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00352	PtuB1_00041	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00353	PtuB1_00042	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00354	PtuB1_00043	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	NA
PDLC00355	PtuB1_00044	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	Integrated from Septu variant III
PDLC00356	PtuB1_00045	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	Integrated from Septu variant III
PDLC00357	PtuB1_00046	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	Integrated from Septu variant III
PDLC00358	PtuB1_00047	Unknown function	PtuB1|PtuB	NA	Payne LJ	1.00E-05	0.3	0.3	10/ggqhzm	NA	Integrated from Septu variant III
PDLC00377	SduA_00001	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00378	SduA_00002	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00379	SduA_00003	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00380	SduA_00004	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00381	SduA_00005	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00382	SduA_00006	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00383	SduA_00007	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00384	SduA_00008	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00385	SduA_00009	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00386	SduA_00010	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00387	SduA_00011	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00388	SduA_00012	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00389	SduA_00013	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00390	SduA_00014	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00391	SduA_00015	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00392	SduA_00016	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00393	SduA_00017	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00394	SduA_00018	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00395	SduA_00019	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00396	SduA_00020	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00397	SduA_00021	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00398	SduA_00022	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00399	SduA_00023	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00400	SduA_00024	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00401	SduA_00025	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00402	SduA_00026	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00403	SduA_00027	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00404	SduA_00028	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
PDLC00405	SduA_00029	DUF4263 domain	SduA	NA	Payne LJ	1.00E-25	0.5	0.5	10/ggqhzm	NA	NA
